Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
30,Male,"35,000 and above",Unemployed,Bur Dubai,Weekly,56,"Anti-aging Products, Moisturizers, Serums, Face Masks","Product Reviews, Friends & Family","Dryness, Acne, Uneven Tone",Sometimes,Mega,TikTok,Full-Length Video,Afternoon,Yes,462,Likely,Too Many Promotions,6–10,No,No,Instagram,3,Caleb Beauty
23,Male,"5,000–10,000",Unemployed,Dubai Marina,Weekly,115,"Serums, Moisturizers, Sunscreens","Product Reviews, Social Media Influencers, Brand","Uneven Tone, Wrinkles, Dryness, Dark Spots",Rarely,Macro,Snapchat,Short Reels,Evening,Yes,731,Unlikely,"Too Many Promotions, Not Suitable for My Skin, No Visible Results",11–20,No,Depends on brand & value,YouTube,4,Jeremy Beauty
42,Male,"35,000 and above",Homemaker,Jumeirah,Monthly,64,"Anti-aging Products, Face Masks","Product Reviews, Brand","Wrinkles, Dark Spots",Rarely,Micro,Instagram,Story,Morning,No,249,Likely,"No Visible Results, Price Too High",6–10,Yes,Depends on brand & value,TikTok,5,Teresa Beauty
34,Female,"35,000 and above",Student,Other,Monthly,170,"Sunscreens, Moisturizers, Cleansers","Brand, Price","Dark Spots, Wrinkles, Uneven Tone, Oily Skin",Often,Macro,Instagram,Static Image Post,Late Night,No,576,Very Likely,"Lack of Trust, Not Suitable for My Skin",6–10,Maybe,No,YouTube,3,Michael Beauty
21,Male,"Below 5,000",Homemaker,Other,Monthly,114,"Sunscreens, Moisturizers, Serums","Social Media Influencers, Friends & Family","Dark Spots, Oily Skin, Wrinkles",Often,Macro,Instagram,Story,Evening,No,201,Likely,Too Many Promotions,11–20,No,Yes,YouTube,2,Cheryl Beauty
28,Male,"10,000–20,000",Working Professional,Dubai Marina,Weekly,152,"Face Masks, Moisturizers, Cleansers","Price, Social Media Influencers","Oily Skin, Dark Spots, Dryness, Uneven Tone",Rarely,Micro,YouTube,Static Image Post,Afternoon,No,136,Likely,"Not Suitable for My Skin, No Visible Results",None,Yes,No,Instagram,3,Andrew Beauty
22,Female,"10,000–20,000",Business Owner,Deira,Monthly,53,"Face Masks, Anti-aging Products","Dermatologist Recommendations, Friends & Family, Social Media Influencers","Acne, Dryness, Oily Skin",Rarely,Mega,Facebook,Story,Late Night,Yes,168,Very Likely,"Lack of Trust, Price Too High",11–20,Maybe,No,TikTok,2,Derrick Beauty
18,Male,"20,000–35,000",Homemaker,Downtown,Monthly,57,"Moisturizers, Cleansers, Serums, Face Masks","Dermatologist Recommendations, Brand, Friends & Family","Wrinkles, Dark Spots",Rarely,Macro,TikTok,Story,Afternoon,Yes,208,Likely,Not Suitable for My Skin,1–5,Maybe,Yes,YouTube,2,Nicholas Beauty
37,Female,"10,000–20,000",Business Owner,Other,Weekly,163,"Anti-aging Products, Moisturizers, Cleansers","Friends & Family, Packaging, Product Reviews","Acne, Wrinkles",Sometimes,Macro,Instagram,Full-Length Video,Afternoon,No,109,Neutral,"Not Suitable for My Skin, Lack of Trust",6–10,Yes,Depends on brand & value,YouTube,4,Yvonne Beauty
45,Male,"35,000 and above",Working Professional,Dubai Marina,Weekly,56,"Face Masks, Serums, Sunscreens","Product Reviews, Dermatologist Recommendations, Friends & Family","Wrinkles, Oily Skin, Acne, Dark Spots",Sometimes,Mega,YouTube,Static Image Post,Evening,Yes,216,Likely,"No Visible Results, Too Many Promotions, Price Too High",6–10,No,No,TikTok,2,Kimberly Beauty
18,Male,"5,000–10,000",Working Professional,Downtown,Quarterly,56,"Cleansers, Sunscreens","Product Reviews, Price","Dark Spots, Oily Skin",Often,Micro,TikTok,Static Image Post,Evening,Yes,576,Very Likely,Price Too High,6–10,Maybe,No,TikTok,1,Sandra Beauty
34,Female,"10,000–20,000",Working Professional,Bur Dubai,Quarterly,51,"Face Masks, Cleansers","Product Reviews, Dermatologist Recommendations","Uneven Tone, Oily Skin",Always,Micro,TikTok,Story,Afternoon,No,125,Likely,Price Too High,11–20,Maybe,No,YouTube,4,Maria Beauty
24,Male,"20,000–35,000",Working Professional,Deira,Monthly,332,"Anti-aging Products, Face Masks","Packaging, Dermatologist Recommendations, Product Reviews",Uneven Tone,Often,None,TikTok,Full-Length Video,Late Night,Yes,288,Neutral,"Too Many Promotions, No Visible Results, Lack of Trust",None,Maybe,Depends on brand & value,Instagram,3,Cody Beauty
26,Female,"Below 5,000",Working Professional,Downtown,Quarterly,170,"Serums, Anti-aging Products, Cleansers","Price, Packaging","Uneven Tone, Wrinkles, Dark Spots, Acne",Often,Macro,YouTube,Full-Length Video,Afternoon,No,386,Neutral,"Price Too High, Not Suitable for My Skin, No Visible Results",1–5,Yes,Depends on brand & value,TikTok,2,Faith Beauty
25,Male,"Below 5,000",Working Professional,Deira,Monthly,89,"Anti-aging Products, Moisturizers","Price, Product Reviews","Acne, Wrinkles",Rarely,Micro,TikTok,Story,Evening,No,445,Very Likely,Lack of Trust,None,Yes,Yes,Instagram,3,Mary Beauty
23,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,81,"Sunscreens, Anti-aging Products","Friends & Family, Product Reviews, Price","Wrinkles, Acne, Oily Skin, Dryness",Often,Micro,Instagram,Static Image Post,Morning,No,486,Likely,"Lack of Trust, Price Too High",1–5,Maybe,No,Instagram,4,Latoya Beauty
30,Male,"10,000–20,000",Homemaker,Deira,Monthly,88,"Serums, Anti-aging Products, Moisturizers, Face Masks","Price, Social Media Influencers","Acne, Oily Skin",Always,Celebrity,TikTok,Story,Evening,No,188,Very Unlikely,"Price Too High, Lack of Trust",1–5,Yes,No,TikTok,3,Dennis Beauty
23,Male,"10,000–20,000",Student,Other,Monthly,184,"Face Masks, Moisturizers","Dermatologist Recommendations, Social Media Influencers",Dark Spots,Always,Macro,Facebook,Story,Afternoon,Yes,554,Unlikely,"Not Suitable for My Skin, No Visible Results, Lack of Trust",None,No,No,Instagram,4,Michael Beauty
32,Male,"10,000–20,000",Working Professional,Deira,Monthly,147,"Anti-aging Products, Moisturizers, Serums","Price, Packaging, Friends & Family","Wrinkles, Oily Skin, Acne",Always,Macro,YouTube,Static Image Post,Morning,Yes,269,Very Unlikely,No Visible Results,6–10,No,Yes,YouTube,2,Christopher Beauty
29,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,68,"Serums, Moisturizers","Dermatologist Recommendations, Packaging","Uneven Tone, Dryness, Dark Spots, Acne",Rarely,Celebrity,Snapchat,Short Reels,Late Night,Yes,121,Very Likely,"Too Many Promotions, Lack of Trust, No Visible Results",11–20,No,Yes,TikTok,4,Erin Beauty
28,Female,"10,000–20,000",Unemployed,Deira,Monthly,67,"Sunscreens, Anti-aging Products","Dermatologist Recommendations, Social Media Influencers","Oily Skin, Wrinkles, Dark Spots, Dryness",Sometimes,Micro,Instagram,Short Reels,Late Night,No,177,Neutral,Not Suitable for My Skin,1–5,Maybe,Depends on brand & value,TikTok,3,Hector Beauty
22,Male,"35,000 and above",Working Professional,Bur Dubai,Monthly,59,"Face Masks, Serums","Product Reviews, Packaging","Wrinkles, Dark Spots",Rarely,Micro,Instagram,Full-Length Video,Evening,No,252,Unlikely,"Lack of Trust, Price Too High, No Visible Results",6–10,Maybe,Depends on brand & value,Instagram,4,Justin Beauty
25,Female,"10,000–20,000",Unemployed,Dubai Marina,Monthly,147,"Sunscreens, Face Masks","Price, Brand, Social Media Influencers","Dryness, Wrinkles, Oily Skin, Acne",Rarely,Celebrity,TikTok,Story,Evening,No,134,Very Likely,"Not Suitable for My Skin, Lack of Trust, Too Many Promotions",11–20,Yes,No,Instagram,5,Lisa Beauty
36,Female,"20,000–35,000",Working Professional,Deira,Weekly,180,"Anti-aging Products, Serums, Cleansers, Face Masks","Dermatologist Recommendations, Brand",Dark Spots,Always,Mega,YouTube,Short Reels,Afternoon,No,222,Unlikely,"No Visible Results, Lack of Trust",1–5,Maybe,Yes,Instagram,4,Kristen Beauty
34,Male,"10,000–20,000",Student,Bur Dubai,Monthly,77,"Moisturizers, Sunscreens, Serums","Product Reviews, Dermatologist Recommendations, Brand","Wrinkles, Acne, Dark Spots",Rarely,Macro,YouTube,Static Image Post,Afternoon,No,231,Neutral,"Too Many Promotions, Lack of Trust, Not Suitable for My Skin",6–10,No,Depends on brand & value,YouTube,3,James Beauty
22,Male,"10,000–20,000",Business Owner,Dubai Marina,Weekly,51,"Moisturizers, Serums, Face Masks, Sunscreens","Brand, Product Reviews",Wrinkles,Sometimes,Micro,YouTube,Short Reels,Afternoon,Yes,121,Very Unlikely,"No Visible Results, Too Many Promotions",1–5,Maybe,No,Instagram,3,Aaron Beauty
30,Male,"10,000–20,000",Business Owner,Dubai Marina,Quarterly,57,"Sunscreens, Cleansers, Face Masks, Anti-aging Products","Dermatologist Recommendations, Packaging","Dark Spots, Dryness, Wrinkles, Acne",Sometimes,Mega,Snapchat,Static Image Post,Afternoon,Yes,199,Very Unlikely,"Too Many Promotions, Price Too High, No Visible Results",6–10,Maybe,Yes,Instagram,3,Nicholas Beauty
36,Female,"10,000–20,000",Business Owner,Bur Dubai,Weekly,359,"Cleansers, Sunscreens","Dermatologist Recommendations, Product Reviews","Dryness, Acne",Sometimes,Celebrity,YouTube,Static Image Post,Evening,No,277,Neutral,"Price Too High, Not Suitable for My Skin",1–5,No,No,Instagram,3,Ronald Beauty
18,Prefer not to say,"5,000–10,000",Working Professional,Bur Dubai,Quarterly,81,"Serums, Sunscreens","Dermatologist Recommendations, Friends & Family, Product Reviews","Dark Spots, Acne, Oily Skin, Wrinkles",Sometimes,Macro,Facebook,Short Reels,Late Night,No,182,Very Likely,Price Too High,1–5,No,Depends on brand & value,TikTok,3,Luke Beauty
34,Male,"5,000–10,000",Working Professional,Downtown,Monthly,181,"Anti-aging Products, Face Masks, Cleansers, Serums","Packaging, Friends & Family",Uneven Tone,Sometimes,None,Facebook,Story,Morning,Yes,101,Very Unlikely,"Too Many Promotions, Not Suitable for My Skin",1–5,No,Depends on brand & value,YouTube,5,Nicholas Beauty
24,Female,"20,000–35,000",Working Professional,Deira,Monthly,138,"Face Masks, Anti-aging Products, Serums","Dermatologist Recommendations, Product Reviews, Packaging","Uneven Tone, Dark Spots, Wrinkles, Acne",Sometimes,Celebrity,Instagram,Short Reels,Morning,No,101,Unlikely,"Lack of Trust, Not Suitable for My Skin, Price Too High",6–10,No,Depends on brand & value,TikTok,3,Diane Beauty
34,Female,"10,000–20,000",Student,Downtown,Weekly,93,"Serums, Sunscreens, Moisturizers","Price, Social Media Influencers, Friends & Family","Dryness, Acne, Oily Skin",Sometimes,Micro,YouTube,Full-Length Video,Afternoon,Yes,152,Very Likely,Too Many Promotions,1–5,Yes,Yes,YouTube,4,Matthew Beauty
23,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,70,"Cleansers, Face Masks, Moisturizers, Serums","Brand, Price, Dermatologist Recommendations","Dryness, Uneven Tone, Oily Skin",Sometimes,Micro,Instagram,Short Reels,Morning,No,412,Likely,Not Suitable for My Skin,6–10,Maybe,No,TikTok,4,Jennifer Beauty
18,Female,"10,000–20,000",Working Professional,Other,Quarterly,61,"Face Masks, Serums","Dermatologist Recommendations, Friends & Family, Packaging","Acne, Dryness, Oily Skin, Wrinkles",Sometimes,Macro,TikTok,Static Image Post,Late Night,No,131,Likely,"Too Many Promotions, Not Suitable for My Skin",None,Yes,No,TikTok,4,Heather Beauty
18,Non-binary,"5,000–10,000",Working Professional,Downtown,Monthly,135,"Serums, Moisturizers, Cleansers","Product Reviews, Brand, Social Media Influencers","Dryness, Oily Skin",Sometimes,Mega,YouTube,Story,Evening,Yes,220,Very Likely,"Lack of Trust, Not Suitable for My Skin, Price Too High",More than 20,Yes,Yes,Instagram,2,Robert Beauty
30,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,184,"Anti-aging Products, Face Masks, Serums","Dermatologist Recommendations, Friends & Family, Price",Oily Skin,Rarely,Macro,YouTube,Story,Evening,Yes,130,Likely,"Price Too High, Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,No,Instagram,5,Valerie Beauty
32,Male,"10,000–20,000",Working Professional,Downtown,Quarterly,142,"Sunscreens, Cleansers","Price, Friends & Family, Brand","Acne, Wrinkles, Oily Skin, Dark Spots",Rarely,Macro,Instagram,Short Reels,Late Night,No,146,Very Likely,Not Suitable for My Skin,1–5,Maybe,Yes,YouTube,3,Carolyn Beauty
22,Male,"35,000 and above",Homemaker,Deira,Monthly,118,"Cleansers, Moisturizers, Serums","Friends & Family, Packaging, Brand",Wrinkles,Often,Mega,TikTok,Short Reels,Evening,Yes,326,Very Likely,"No Visible Results, Lack of Trust, Too Many Promotions",1–5,Maybe,Yes,Instagram,4,Dustin Beauty
35,Male,"5,000–10,000",Working Professional,Bur Dubai,Monthly,53,"Anti-aging Products, Sunscreens, Serums","Brand, Price",Dark Spots,Sometimes,Celebrity,Instagram,Story,Morning,Yes,768,Likely,"Too Many Promotions, Lack of Trust, No Visible Results",1–5,Yes,No,Instagram,5,Cassandra Beauty
18,Female,"35,000 and above",Working Professional,Bur Dubai,Monthly,361,"Sunscreens, Face Masks, Anti-aging Products","Dermatologist Recommendations, Brand, Packaging","Acne, Dryness, Dark Spots",Often,Macro,TikTok,Static Image Post,Evening,No,112,Unlikely,"No Visible Results, Not Suitable for My Skin, Price Too High",11–20,Yes,Yes,TikTok,4,Steve Beauty
29,Female,"10,000–20,000",Working Professional,Deira,Weekly,194,"Sunscreens, Serums, Moisturizers, Face Masks","Social Media Influencers, Product Reviews, Price",Acne,Sometimes,Macro,Instagram,Static Image Post,Late Night,No,167,Very Likely,Lack of Trust,6–10,Yes,Depends on brand & value,YouTube,4,Meredith Beauty
20,Male,"5,000–10,000",Working Professional,Bur Dubai,Rarely,81,"Serums, Moisturizers, Anti-aging Products, Cleansers","Product Reviews, Brand","Uneven Tone, Oily Skin, Acne",Always,Mega,YouTube,Story,Evening,Yes,103,Very Likely,Lack of Trust,1–5,Yes,Yes,TikTok,1,Christopher Beauty
24,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,401,"Moisturizers, Cleansers","Brand, Price, Packaging","Acne, Dryness, Wrinkles",Sometimes,Celebrity,Instagram,Static Image Post,Morning,Yes,178,Very Unlikely,"No Visible Results, Price Too High",None,Yes,Depends on brand & value,TikTok,3,Cynthia Beauty
30,Female,"10,000–20,000",Working Professional,Dubai Marina,Monthly,132,"Moisturizers, Cleansers","Price, Product Reviews, Social Media Influencers","Dryness, Wrinkles, Dark Spots, Uneven Tone",Often,Macro,Instagram,Story,Morning,No,230,Likely,"No Visible Results, Not Suitable for My Skin",More than 20,No,No,Instagram,4,Zachary Beauty
23,Male,"20,000–35,000",Student,Jumeirah,Quarterly,128,"Sunscreens, Moisturizers, Serums","Friends & Family, Packaging",Dark Spots,Often,Celebrity,YouTube,Full-Length Video,Afternoon,Yes,115,Very Likely,"Lack of Trust, Too Many Promotions, No Visible Results",None,Maybe,Depends on brand & value,YouTube,3,Bradley Beauty
26,Female,"10,000–20,000",Student,Downtown,Weekly,174,"Cleansers, Serums, Anti-aging Products","Friends & Family, Dermatologist Recommendations, Packaging","Wrinkles, Oily Skin",Sometimes,None,Instagram,Story,Afternoon,Yes,140,Unlikely,"Price Too High, Lack of Trust",11–20,No,No,TikTok,5,David Beauty
38,Female,"Below 5,000",Business Owner,Downtown,Quarterly,200,"Sunscreens, Face Masks, Serums","Product Reviews, Dermatologist Recommendations","Uneven Tone, Dryness",Always,Mega,Instagram,Static Image Post,Late Night,No,160,Very Likely,Lack of Trust,11–20,No,No,TikTok,3,Krystal Beauty
25,Male,"10,000–20,000",Working Professional,Jumeirah,Weekly,146,"Serums, Cleansers, Moisturizers","Packaging, Dermatologist Recommendations, Friends & Family","Uneven Tone, Acne",Rarely,Mega,Facebook,Story,Afternoon,Yes,402,Likely,"Too Many Promotions, No Visible Results, Price Too High",6–10,Yes,Depends on brand & value,Instagram,3,Lisa Beauty
36,Female,"20,000–35,000",Student,Other,Monthly,62,"Sunscreens, Cleansers","Product Reviews, Packaging",Wrinkles,Sometimes,Micro,Facebook,Static Image Post,Late Night,No,699,Very Likely,"No Visible Results, Too Many Promotions",6–10,No,Yes,YouTube,3,Shelly Beauty
20,Prefer not to say,"5,000–10,000",Homemaker,Downtown,Rarely,87,"Sunscreens, Moisturizers","Social Media Influencers, Packaging",Oily Skin,Often,Macro,YouTube,Story,Evening,No,105,Very Likely,"Not Suitable for My Skin, No Visible Results",6–10,Maybe,No,YouTube,3,Dean Beauty
34,Male,"5,000–10,000",Working Professional,Deira,Monthly,286,"Anti-aging Products, Face Masks","Price, Brand","Acne, Oily Skin, Dryness",Often,Mega,TikTok,Static Image Post,Evening,No,271,Neutral,Not Suitable for My Skin,6–10,No,No,YouTube,4,Angela Beauty
41,Male,"Below 5,000",Student,Jumeirah,Monthly,72,"Face Masks, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Brand, Product Reviews","Acne, Uneven Tone",Often,Macro,Instagram,Story,Evening,Yes,155,Very Likely,No Visible Results,6–10,No,Depends on brand & value,TikTok,4,Keith Beauty
18,Male,"10,000–20,000",Unemployed,Dubai Marina,Quarterly,91,"Cleansers, Face Masks, Moisturizers, Serums","Packaging, Brand, Dermatologist Recommendations","Wrinkles, Dryness",Often,Celebrity,Snapchat,Short Reels,Late Night,Yes,159,Likely,"Not Suitable for My Skin, Price Too High",1–5,Yes,Yes,Instagram,4,David Beauty
23,Female,"20,000–35,000",Working Professional,Dubai Marina,Quarterly,100,"Moisturizers, Serums","Product Reviews, Brand","Uneven Tone, Wrinkles, Dark Spots",Sometimes,Macro,Snapchat,Short Reels,Late Night,Yes,268,Likely,Lack of Trust,11–20,Yes,Depends on brand & value,TikTok,5,Reginald Beauty
34,Prefer not to say,"20,000–35,000",Working Professional,Dubai Marina,Monthly,102,"Cleansers, Sunscreens, Anti-aging Products, Moisturizers","Social Media Influencers, Brand, Product Reviews","Acne, Wrinkles, Dark Spots, Dryness",Sometimes,Macro,Instagram,Story,Afternoon,No,400,Likely,"No Visible Results, Price Too High, Not Suitable for My Skin",6–10,No,No,TikTok,5,Tracey Beauty
28,Male,"20,000–35,000",Student,Jumeirah,Weekly,135,"Anti-aging Products, Cleansers, Serums, Moisturizers","Social Media Influencers, Price, Packaging","Oily Skin, Dryness",Often,Macro,Facebook,Short Reels,Evening,No,461,Likely,"No Visible Results, Too Many Promotions",1–5,Maybe,Yes,TikTok,5,Lisa Beauty
32,Female,"35,000 and above",Working Professional,Jumeirah,Weekly,307,"Cleansers, Sunscreens, Moisturizers, Anti-aging Products","Dermatologist Recommendations, Friends & Family, Product Reviews","Uneven Tone, Dryness",Sometimes,Micro,YouTube,Static Image Post,Afternoon,No,203,Neutral,"No Visible Results, Not Suitable for My Skin, Lack of Trust",6–10,No,Depends on brand & value,YouTube,1,Alejandra Beauty
25,Male,"10,000–20,000",Student,Dubai Marina,Monthly,74,"Serums, Anti-aging Products","Price, Product Reviews, Packaging","Acne, Oily Skin, Dark Spots, Dryness",Often,None,Instagram,Static Image Post,Late Night,No,153,Unlikely,"Too Many Promotions, Price Too High, Lack of Trust",1–5,Maybe,Depends on brand & value,YouTube,4,Michelle Beauty
30,Female,"20,000–35,000",Unemployed,Bur Dubai,Rarely,61,"Anti-aging Products, Sunscreens, Cleansers","Product Reviews, Friends & Family, Price",Wrinkles,Never,Celebrity,Instagram,Story,Afternoon,Yes,285,Unlikely,"Price Too High, No Visible Results, Too Many Promotions",More than 20,Yes,No,TikTok,3,Andrea Beauty
28,Female,"10,000–20,000",Working Professional,Dubai Marina,Rarely,69,"Cleansers, Face Masks, Serums","Brand, Packaging",Dark Spots,Sometimes,Mega,YouTube,Static Image Post,Evening,No,134,Likely,Not Suitable for My Skin,6–10,Yes,Depends on brand & value,TikTok,2,Lynn Beauty
39,Male,"5,000–10,000",Working Professional,Other,Weekly,246,"Anti-aging Products, Face Masks, Moisturizers","Dermatologist Recommendations, Brand, Product Reviews","Wrinkles, Dark Spots, Uneven Tone",Sometimes,Mega,YouTube,Static Image Post,Late Night,Yes,199,Neutral,"No Visible Results, Too Many Promotions, Not Suitable for My Skin",6–10,No,Yes,Instagram,4,Donald Beauty
32,Female,"5,000–10,000",Working Professional,Downtown,Quarterly,143,"Cleansers, Sunscreens","Product Reviews, Social Media Influencers, Brand","Oily Skin, Dark Spots",Always,Macro,Instagram,Short Reels,Late Night,Yes,153,Neutral,"Not Suitable for My Skin, Price Too High, Too Many Promotions",None,Maybe,Depends on brand & value,Instagram,3,Michael Beauty
32,Female,"5,000–10,000",Working Professional,Deira,Monthly,80,"Cleansers, Anti-aging Products, Serums","Price, Packaging","Uneven Tone, Dryness",Often,Micro,TikTok,Story,Morning,Yes,228,Likely,"Too Many Promotions, Not Suitable for My Skin",6–10,No,No,TikTok,2,Suzanne Beauty
26,Female,"20,000–35,000",Unemployed,Jumeirah,Weekly,202,"Serums, Sunscreens","Friends & Family, Price","Dark Spots, Uneven Tone, Wrinkles",Often,Micro,TikTok,Short Reels,Afternoon,Yes,132,Very Likely,"Price Too High, Lack of Trust, No Visible Results",11–20,Maybe,Depends on brand & value,TikTok,2,Nancy Beauty
26,Male,"Below 5,000",Student,Jumeirah,Monthly,227,"Moisturizers, Serums","Brand, Friends & Family","Uneven Tone, Acne, Dark Spots, Wrinkles",Rarely,Micro,Instagram,Short Reels,Afternoon,Yes,125,Neutral,Lack of Trust,1–5,Maybe,Yes,Instagram,1,Natalie Beauty
26,Prefer not to say,"10,000–20,000",Working Professional,Dubai Marina,Monthly,218,"Cleansers, Moisturizers","Packaging, Social Media Influencers","Acne, Oily Skin, Uneven Tone, Wrinkles",Never,Mega,Instagram,Short Reels,Evening,No,400,Likely,"Too Many Promotions, Price Too High",1–5,Maybe,Depends on brand & value,YouTube,5,Zachary Beauty
33,Female,"10,000–20,000",Working Professional,Deira,Monthly,276,"Serums, Anti-aging Products","Product Reviews, Price","Oily Skin, Uneven Tone, Dark Spots, Wrinkles",Always,Mega,YouTube,Static Image Post,Afternoon,Yes,112,Very Unlikely,"Price Too High, Lack of Trust, No Visible Results",11–20,Yes,No,Instagram,1,Elizabeth Beauty
26,Male,"20,000–35,000",Working Professional,Other,Weekly,76,"Anti-aging Products, Moisturizers, Cleansers","Friends & Family, Price",Wrinkles,Sometimes,Macro,Instagram,Static Image Post,Late Night,No,184,Very Likely,No Visible Results,6–10,Yes,Yes,Instagram,3,Erica Beauty
32,Male,"10,000–20,000",Working Professional,Jumeirah,Quarterly,176,"Serums, Anti-aging Products, Sunscreens","Packaging, Friends & Family, Social Media Influencers",Dryness,Sometimes,Mega,YouTube,Short Reels,Afternoon,Yes,129,Likely,Too Many Promotions,6–10,No,No,Instagram,4,Bradley Beauty
46,Male,"10,000–20,000",Working Professional,Bur Dubai,Monthly,105,"Face Masks, Moisturizers, Sunscreens, Serums","Product Reviews, Brand, Packaging",Oily Skin,Often,Macro,TikTok,Full-Length Video,Evening,Yes,104,Very Unlikely,"No Visible Results, Price Too High, Too Many Promotions",1–5,Yes,Depends on brand & value,YouTube,3,Mary Beauty
36,Female,"Below 5,000",Business Owner,Jumeirah,Weekly,216,"Sunscreens, Face Masks","Brand, Product Reviews, Price","Dark Spots, Oily Skin",Often,Macro,TikTok,Story,Afternoon,Yes,104,Likely,Too Many Promotions,None,Maybe,No,TikTok,5,Thomas Beauty
27,Male,"5,000–10,000",Student,Deira,Monthly,167,"Serums, Anti-aging Products","Social Media Influencers, Price, Friends & Family",Wrinkles,Sometimes,Micro,Facebook,Story,Morning,No,123,Very Likely,"Not Suitable for My Skin, No Visible Results",11–20,Yes,Yes,Instagram,1,Becky Beauty
39,Female,"35,000 and above",Working Professional,Bur Dubai,Monthly,184,"Serums, Sunscreens, Anti-aging Products","Friends & Family, Packaging",Acne,Often,Micro,YouTube,Static Image Post,Evening,Yes,341,Likely,"No Visible Results, Lack of Trust",11–20,No,Yes,Instagram,4,Heather Beauty
26,Female,"20,000–35,000",Student,Other,Monthly,146,"Serums, Sunscreens","Product Reviews, Dermatologist Recommendations","Uneven Tone, Dryness, Oily Skin",Sometimes,Mega,YouTube,Static Image Post,Late Night,No,139,Neutral,"Price Too High, No Visible Results",11–20,No,Depends on brand & value,YouTube,4,Jessica Beauty
18,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,67,"Moisturizers, Serums, Face Masks, Cleansers","Friends & Family, Product Reviews",Dark Spots,Rarely,Mega,TikTok,Short Reels,Morning,No,460,Unlikely,Too Many Promotions,1–5,Yes,Yes,Instagram,5,Ashley Beauty
21,Prefer not to say,"20,000–35,000",Working Professional,Deira,Quarterly,120,"Face Masks, Sunscreens","Product Reviews, Packaging","Dark Spots, Wrinkles, Dryness, Oily Skin",Sometimes,Mega,Instagram,Static Image Post,Afternoon,Yes,204,Neutral,"Price Too High, No Visible Results, Not Suitable for My Skin",More than 20,Maybe,Yes,YouTube,4,Anthony Beauty
18,Female,"20,000–35,000",Student,Deira,Weekly,426,"Anti-aging Products, Moisturizers, Face Masks","Dermatologist Recommendations, Friends & Family, Product Reviews","Dark Spots, Acne, Dryness",Sometimes,Macro,Instagram,Story,Morning,Yes,168,Very Likely,"Lack of Trust, Too Many Promotions",1–5,Maybe,Yes,TikTok,5,Matthew Beauty
27,Female,"Below 5,000",Working Professional,Dubai Marina,Weekly,299,"Face Masks, Anti-aging Products, Cleansers","Social Media Influencers, Packaging",Uneven Tone,Sometimes,Macro,TikTok,Story,Late Night,No,204,Neutral,"No Visible Results, Lack of Trust, Too Many Promotions",1–5,No,Yes,Instagram,2,Perry Beauty
30,Female,"35,000 and above",Homemaker,Other,Monthly,53,"Serums, Anti-aging Products, Cleansers","Social Media Influencers, Product Reviews","Dryness, Oily Skin",Sometimes,Macro,YouTube,Short Reels,Evening,Yes,187,Neutral,Price Too High,1–5,No,No,YouTube,3,Stacy Beauty
43,Male,"10,000–20,000",Unemployed,Jumeirah,Monthly,66,"Sunscreens, Moisturizers, Face Masks","Friends & Family, Product Reviews, Social Media Influencers",Dark Spots,Sometimes,Macro,YouTube,Short Reels,Afternoon,Yes,270,Very Likely,"No Visible Results, Lack of Trust",6–10,Maybe,Depends on brand & value,TikTok,3,Angela Beauty
32,Female,"10,000–20,000",Working Professional,Deira,Weekly,62,"Sunscreens, Moisturizers, Serums, Face Masks","Packaging, Product Reviews","Uneven Tone, Dryness",Often,Micro,YouTube,Static Image Post,Afternoon,Yes,139,Likely,Too Many Promotions,6–10,No,Depends on brand & value,YouTube,5,Stephanie Beauty
28,Prefer not to say,"10,000–20,000",Student,Deira,Rarely,166,"Cleansers, Face Masks, Anti-aging Products, Serums","Packaging, Social Media Influencers, Brand",Acne,Always,Micro,TikTok,Short Reels,Evening,Yes,152,Very Likely,"Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,No,YouTube,3,Cheryl Beauty
36,Male,"5,000–10,000",Student,Other,Monthly,203,"Cleansers, Face Masks, Serums, Moisturizers","Packaging, Social Media Influencers, Dermatologist Recommendations","Dryness, Acne, Oily Skin, Wrinkles",Often,Micro,YouTube,Story,Evening,Yes,369,Neutral,No Visible Results,6–10,Maybe,Depends on brand & value,TikTok,3,Michael Beauty
